2618866.06	4121188.42	1598.5	12852806.02
1621531.56	3197662.76	754665.72	14309682.96
1110302.74	1643370.38	3196.66	8724650.22
1439115.68	2056125.26	1279.3	8380608.76
1017315.96	1430434.76	287965.1	6278200.18
1036563.6	2058783.56	1180.86	6706268.98
1310043.2	1620281.12	640.46	5129414.22
446868.1	963409.82	739.98	4949203.1
427681.02	888286.68	4731.12	4184646.18
1027781.26	1383650.14	388224.82	4149806.78
948127.24	1188783.14	718893.16	4834782.46
578802.78	662609.52	67852.54	3764046.16
1044012.06	1328826.14	101085.08	3655270.72
635898.06	915039.72	528.78	3284077.44
421583.08	620993.98	1083.2	2981872.74
262526.78	541016.62	1016.92	3197948.68
733475.44	799366.94	421.42	2933432.2
694960.9	517229.26	1306.2	2442992.64
477944.48	774236.34	327120.26	2505491.92
390390.12	614685.98	400.04	2515637.86
272744.78	678896.96	408.96	2654888.3
513656.72	481648.96	400.52	2289246.8
604334.66	519565.98	286.42	2278173.94
620967.98	839661.36	313.58	2844679.08
330086.06	515690.98	471.7	2016361.26
486976.92	698549.38	242.36	2003548.34
165402.2	447502.48	295.56	2041359.76
260790.94	372014.7	6417.68	1720956.68
586172.46	475292.26	182.68	1490802.6
282222.88	435582.0	300.84	1677533.28
479300.1	411037.1	186.62	1513859.18
419852.92	522881.2	201.02	1483171.86
314566.9	387852.26	162.9	1475019.94
349205.28	452702.74	508.64	1441869.34
56654.88	347614.22	1465.52	1612156.38
494029.54	291307.96	147527.1	1708260.4
127359.04	454494.38	365.28	1543132.3
253196.28	387275.56	270.34	1346344.82
277371.44	384730.6	311.96	1373956.0
350997.32	492893.28	143.74	1525482.66
307879.66	363906.98	346191.84	1002442.52
271693.82	290317.34	149.08	1238456.76
220172.9	374552.54	1335.86	1320446.7
218551.14	376128.32	133.68	1253204.86
557524.14	149093.82	2557682.18	225681.86
291579.3	400031.6	165.74	1174591.36
256374.34	326782.26	162.5	1319860.9
772628.24	489073.52	1369167.96	1589084.28
239830.58	283219.76	424.12	1062170.54
216995.66	301242.18	187.38	1117682.78
249414.5	275832.62	176.44	1160269.44
273162.68	369784.62	111.44	1056636.26
174715.88	287708.06	217.24	1081159.82
126757.48	299632.28	250.94	1337398.3
993187.4	935551.06	513.34	985103.2
124727.6	258623.24	235.68	1069615.48
198117.4	238830.98	133.72	1069875.9
152478.92	230189.28	200.6	935079.2
126632.42	188146.96	202.78	942714.84
499430.88	250302.66	139.62	707758.84
142474.12	248242.74	124.32	874528.82
143256.62	197649.34	101.54	884328.5
157704.24	299241.52	103.58	845516.66
192072.8	248875.28	453.14	773927.78
132218.1	259313.26	188.74	804673.9
196828.88	178154.2	90.72	690526.2
227664.94	207390.94	78.8	700287.32
168852.1	187668.7	131.94	692636.26
137312.44	182030.16	153.5	773580.9
102498.34	167367.98	26527.44	745599.24
323707.8	204985.2	170.32	693967.68
108160.82	214013.58	99.58	751839.02
90984.22	135029.88	131.34	781286.56
457425.5	317234.54	94972.66	1159540.3
95308.22	183064.1	120.14	805444.54
262272.48	177896.9	75.02	579674.6
127658.08	197977.74	105.26	739953.92
103296.02	140736.64	485.96	656120.38
136432.82	193209.7	1236.72	692546.76
112667.26	169992.52	75.58	672750.64
235451.98	227095.18	122583.88	702445.96
157485.66	138231.14	324.22	630869.98
322540.34	206321.36	108.26	595091.04
67521.0	135756.46	144.24	613886.3
71505.16	122831.1	66.78	631919.96
115086.42	163766.22	78.64	581688.72
66985.72	126788.44	146.56	587974.28
121740.7	146998.5	62.06	543050.74
142195.42	157396.1	112.84	492604.64
50023.56	137265.34	95.68	597591.42
139118.34	120597.3	79.98	522121.38
54723.52	124844.28	96.44	622427.76
76843.84	117064.86	98.6	601262.7
485845.36	256871.1	61.16	446019.38
134936.38	167174.16	77.6	581323.86
114000.42	106796.12	106.82	532976.64
73764.28	129314.54	142.22	522096.96
41154.66	91997.66	596.38	597084.3
99967.14	172882.3	46.24	532498.32
156245.52	109380.56	89.76	489134.16
123877.3	129175.12	196.72	644302.86
99823.18	122899.88	105.72	492757.22
238933.56	6811.96	1775525.66	20945.82
398051.02	208485.48	54.12	383182.38
128727.0	124333.22	171.48	431248.3
90096.54	166896.84	44.56	484732.06
232872.88	6714.98	1698428.28	20352.86
46189.3	117267.5	651.46	559310.74
100673.48	157337.8	57.16	483155.56
251459.04	199893.42	71.64	428835.9
96346.48	136518.48	75.58	551727.46
185700.98	155262.5	108626.4	417442.12
265930.26	322203.3	130.72	499667.72
82789.24	171222.56	43.7	502379.5
155680.96	127791.44	42.18	411328.42
63432.82	68226.64	1468.9	538853.64
77338.56	103768.76	79.32	474104.36
84911.38	156056.58	65.86	436791.18
76743.68	122758.26	119.92	440103.14
78175.52	88239.14	14324.04	410094.3
81623.92	107382.68	28.24	437339.16
76762.38	120585.36	88.9	428667.36
